,image,label,dataset_split
1127,1324.jpg,1,test
1128,1325.jpg,1,train
1129,1326.jpg,1,test
1130,1327.jpg,1,train
1131,1328.jpg,1,train
1132,1329.jpg,1,test
1133,1330.jpg,1,train
1134,1331.jpg,1,train
1135,1332.jpg,1,train
1136,1333.jpg,1,train
1137,1334.jpg,1,train
1138,1335.jpg,1,train
1139,1336.jpg,1,train
1140,1337.jpg,1,test
1141,1338.jpg,1,train
1142,1339.jpg,1,train
1143,1340.jpg,1,train
1144,1341.jpg,1,train
1145,1342.jpg,1,test
1146,1343.jpg,1,train
1147,1344.jpg,1,val
1148,1345.jpg,1,val
1149,1346.jpg,1,train
1150,1347.jpg,1,train
1151,1348.jpg,1,test
1152,1349.jpg,1,val
1153,1350.jpg,1,train
1154,1351.jpg,1,train
1155,1352.jpg,1,train
1156,1353.jpg,1,train
1157,1354.jpg,1,train
1158,1355.jpg,1,train
1159,1356.jpg,1,train
1160,1357.jpg,1,test
1161,1358.jpg,1,train
1162,1359.jpg,1,test
1163,1360.jpg,1,val
1164,1361.jpg,1,test
1165,1362.jpg,1,train
1166,1363.jpg,1,train
1167,1364.jpg,1,train
1168,1365.jpg,1,train
1169,1366.jpg,1,test
1170,1367.jpg,1,train
1171,1368.jpg,1,train
1172,1369.jpg,1,train
1173,1370.jpg,1,train
1174,1371.jpg,1,train
1175,1372.jpg,1,train
1176,1373.jpg,1,train
1177,1374.jpg,1,train
1178,1375.jpg,1,val
1179,1376.jpg,1,train
1180,1377.jpg,1,train
1181,1378.jpg,1,train
1182,1379.jpg,1,train
1183,1380.jpg,1,train
1184,1381.jpg,1,test
1185,1382.jpg,1,train
1186,1383.jpg,1,train
1187,1384.jpg,1,train
1188,1385.jpg,1,train
1189,1386.jpg,1,test
1190,1387.jpg,1,train
1191,1388.jpg,1,train
1192,1389.jpg,1,train
1193,1390.jpg,1,train
1194,1391.jpg,1,train
1195,1392.jpg,1,train
1196,1393.jpg,1,test
1197,1394.jpg,1,train
1198,1395.jpg,1,train
1199,1396.jpg,1,train
1200,1397.jpg,1,train
1201,1398.jpg,1,train
1202,1399.jpg,1,val
1203,1400.jpg,1,val
1204,1401.jpg,1,val
1205,1402.jpg,1,train
1206,1403.jpg,1,test
1207,1404.jpg,1,train
1208,1405.jpg,1,train
1209,1406.jpg,1,train
1210,1407.jpg,1,train
1211,1408.jpg,1,val
1212,1409.jpg,1,train
1213,1410.jpg,1,train
1214,1411.jpg,1,test
1215,1412.jpg,1,train
1216,1413.jpg,1,test
1217,1414.jpg,1,test
1218,1415.jpg,1,train
1219,1416.jpg,1,train
1220,1417.jpg,1,train
1221,1418.jpg,1,test
1222,1419.jpg,1,train
1223,1420.jpg,1,test
1224,1421.jpg,1,train
1225,1422.jpg,1,val
1226,1423.jpg,1,train
1227,1424.jpg,1,train
1228,1425.jpg,1,train
1229,1426.jpg,1,train
1230,1427.jpg,1,train
1231,1428.jpg,1,test
1232,1429.jpg,1,test
1233,1430.jpg,1,test
1234,1431.jpg,1,train
1235,1432.jpg,1,test
1236,1433.jpg,1,train
1237,1434.jpg,1,train
1238,1435.jpg,1,train
1239,1436.jpg,1,val
1240,1437.jpg,1,train
1241,1438.jpg,1,train
1242,1439.jpg,1,train
1243,1440.jpg,1,test
1244,1441.jpg,1,train
1245,1442.jpg,1,train
1246,1443.jpg,1,train
1247,1444.jpg,1,train
1248,1445.jpg,1,train
1249,1446.jpg,1,test
1250,1447.jpg,1,train
1251,1448.jpg,1,train
1252,1449.jpg,1,test
1253,1450.jpg,1,train
1254,1451.jpg,1,val
1255,1452.jpg,1,test
1256,1453.jpg,1,train
1257,1454.jpg,1,train
1258,1455.jpg,1,test
1259,1456.jpg,1,train
1260,1457.jpg,1,train
1261,1458.jpg,1,val
1262,1459.jpg,1,train
1263,1460.jpg,1,train
1264,1461.jpg,1,test
1265,1462.jpg,1,train
1266,1463.jpg,1,test
1267,1464.jpg,1,train
1268,1465.jpg,1,train
1269,1466.jpg,1,test
1270,1467.jpg,1,test
1271,1468.jpg,1,train
1272,1469.jpg,1,train
1273,1470.jpg,1,test
1274,1471.jpg,1,val
1275,1472.jpg,1,train
1276,1473.jpg,1,val
1277,1474.jpg,1,test
1278,1475.jpg,1,train
1279,1476.jpg,1,train
1280,1477.jpg,1,train
1281,1478.jpg,1,test
1282,1479.jpg,1,train
1283,1480.jpg,1,train
1284,1481.jpg,1,train
1285,1482.jpg,1,train
1286,1483.jpg,1,train
1287,1484.jpg,1,val
1288,1485.jpg,1,train
1289,1486.jpg,1,test
1290,1487.jpg,1,train
1291,1488.jpg,1,train
1292,1489.jpg,1,train
1293,1490.jpg,1,train
1294,1491.jpg,1,test
1295,1492.jpg,1,val
1296,1493.jpg,1,train
1297,1494.jpg,1,test
1298,1495.jpg,1,val
1299,1496.jpg,1,train
1300,1497.jpg,1,test
1301,1498.jpg,1,train
1302,1499.jpg,1,train
1303,1500.jpg,1,train
1304,1501.jpg,1,train
1305,1502.jpg,1,train
1306,1503.jpg,1,val
1307,1504.jpg,1,train
1308,1505.jpg,1,train
1309,1506.jpg,1,test
1310,1507.jpg,1,val
1311,1508.jpg,1,train
1312,1509.jpg,1,test
1313,1510.jpg,1,train
1314,1511.jpg,1,train
1315,1512.jpg,1,train
1316,1513.jpg,1,train
1317,1514.jpg,1,val
1318,1515.jpg,1,train
1319,1516.jpg,1,test
1320,1517.jpg,1,test
1321,1518.jpg,1,test
1322,1519.jpg,1,train
1323,1520.jpg,1,test
1324,1521.jpg,1,train
1325,1522.jpg,1,train
1326,1523.jpg,1,train
1327,1524.jpg,1,test
1328,1525.jpg,1,test
1329,1526.jpg,1,train
1330,1527.jpg,1,train
1331,1528.jpg,1,val
1332,1529.jpg,1,train
1333,1530.jpg,1,train
1334,1531.jpg,1,train
1335,1532.jpg,1,train
1336,1533.jpg,1,train
1337,1534.jpg,1,train
1338,1535.jpg,1,train
1339,1536.jpg,1,train
1340,1537.jpg,1,train
1341,1538.jpg,1,train
1342,1539.jpg,1,train
1343,1540.jpg,1,train
1344,1541.jpg,1,test
1345,1542.jpg,1,train
1346,1543.jpg,1,train
1347,1544.jpg,1,test
1348,1545.jpg,1,val
1349,1546.jpg,1,train
1350,1547.jpg,1,test
1351,1548.jpg,1,train
1352,1549.jpg,1,train
1353,1550.jpg,1,train
1354,1551.jpg,1,train
1355,1552.jpg,1,val
1356,1553.jpg,1,test
1357,1554.jpg,1,test
1358,1555.jpg,1,train
1359,1556.jpg,1,train
1360,1557.jpg,1,train
1361,1558.jpg,1,test
1362,1559.jpg,1,val
1363,1560.jpg,1,test
1364,1561.jpg,1,train
1365,1562.jpg,1,test
1366,1563.jpg,1,train
1367,1564.jpg,1,train
1368,1565.jpg,1,train
1369,1566.jpg,1,train
1370,1567.jpg,1,train
1371,1568.jpg,1,val
1372,1569.jpg,1,train
1373,1570.jpg,1,test
1374,1571.jpg,1,test
1375,1572.jpg,1,test
1376,1573.jpg,1,train
1377,1574.jpg,1,train
1378,1575.jpg,1,test
1379,1576.jpg,1,train
1380,1577.jpg,1,train
1381,1578.jpg,1,train
1382,1579.jpg,1,test
1383,1580.jpg,1,train
1384,1581.jpg,1,train
1385,1582.jpg,1,val
1386,1583.jpg,1,val
1387,1584.jpg,1,train
1388,1585.jpg,1,train
1389,1586.jpg,1,test
1390,1587.jpg,1,train
1391,1588.jpg,1,train
1392,1589.jpg,1,train
1393,1590.jpg,1,train
1394,1591.jpg,1,train
1395,1592.jpg,1,train
1396,1593.jpg,1,train
1397,1594.jpg,1,test
1398,1595.jpg,1,train
1399,1596.jpg,1,train
1400,1597.jpg,1,train
1401,1598.jpg,1,train
1402,1599.jpg,1,test
1403,1600.jpg,1,train
1404,1601.jpg,1,train
1405,1602.jpg,1,train
1406,1603.jpg,1,train
1407,1604.jpg,1,test
1408,1605.jpg,1,test
1409,1606.jpg,1,test
1410,1607.jpg,1,train
1411,1608.jpg,1,train
1412,1609.jpg,1,train
1413,1610.jpg,1,train
1414,1611.jpg,1,train
1415,1612.jpg,1,val
1416,1613.jpg,1,train
1417,1614.jpg,1,train
1418,1615.jpg,1,train
1419,1616.jpg,1,train
1420,1617.jpg,1,train
1421,1618.jpg,1,train
1422,1619.jpg,1,test
1423,1620.jpg,1,train
1424,1621.jpg,1,train
1425,1622.jpg,1,train
1426,1623.jpg,1,test
1427,1624.jpg,1,train
1428,1625.jpg,1,train
1429,1626.jpg,1,train
1430,1627.jpg,1,train
1431,1628.jpg,1,test
1432,1629.jpg,1,train
1433,1630.jpg,1,test
1434,1631.jpg,1,train
1435,1632.jpg,1,train
1436,1633.jpg,1,train
1437,1634.jpg,1,train
1438,1635.jpg,1,train
1439,1636.jpg,1,val
1440,1637.jpg,1,train
1441,1638.jpg,1,train
1442,1639.jpg,1,train
1443,1640.jpg,1,val
1444,1641.jpg,1,train
1445,1642.jpg,1,test
1446,1643.jpg,1,train
1447,1644.jpg,1,train
1448,1645.jpg,1,train
1449,1646.jpg,1,test
1450,1647.jpg,1,train
1451,1648.jpg,1,train
1452,1649.jpg,1,train
1453,1650.jpg,1,train
1454,1651.jpg,1,train
1455,1652.jpg,1,train
1456,1653.jpg,1,train
1457,1654.jpg,1,train
1458,1655.jpg,1,test
1459,1656.jpg,1,train
1460,1657.jpg,1,train
1461,1658.jpg,1,train
1462,1659.jpg,1,train
1463,1660.jpg,1,train
1464,1661.jpg,1,test
1465,1662.jpg,1,train
1466,1663.jpg,1,train
1467,1664.jpg,1,test
1468,1665.jpg,1,train
1469,1666.jpg,1,test
1470,1667.jpg,1,train
1471,1668.jpg,1,train
1472,1669.jpg,1,test
1473,1670.jpg,1,train
1474,1671.jpg,1,train
1475,1672.jpg,1,train
1476,1673.jpg,1,test
1477,1674.jpg,1,train
1478,1675.jpg,1,train
1479,1676.jpg,1,train
1480,1677.jpg,1,train
1481,1678.jpg,1,train
1482,1679.jpg,1,train
1483,1680.jpg,1,test
1484,1681.jpg,1,test
1485,1682.jpg,1,train
1486,1683.jpg,1,train
1487,1684.jpg,1,train
1488,1685.jpg,1,train
1489,1686.jpg,1,train
1490,1687.jpg,1,val
1491,1688.jpg,1,test
1492,1689.jpg,1,train
1493,1690.jpg,1,test
1494,1691.jpg,1,train
1495,1692.jpg,1,train
1496,1693.jpg,1,val
1497,1694.jpg,1,train
1498,1695.jpg,1,train
1499,1696.jpg,1,train
1500,1697.jpg,1,train
1501,1698.jpg,1,test
1502,1699.jpg,1,test
1503,1700.jpg,1,train
1504,1701.jpg,1,val
1505,1702.jpg,1,train
1506,1703.jpg,1,test
1507,1704.jpg,1,train
1508,1705.jpg,1,train
1509,1706.jpg,1,train
1510,1707.jpg,1,train
1511,1708.jpg,1,train
1512,1709.jpg,1,train
1513,1710.jpg,1,train
1514,1711.jpg,1,train
1515,1712.jpg,1,train
1516,1713.jpg,1,train
1517,1714.jpg,1,test
1518,1715.jpg,1,val
1519,1716.jpg,1,train
1520,1717.jpg,1,train
1521,1718.jpg,1,train
1522,1719.jpg,1,train
1523,1720.jpg,1,test
1524,1721.jpg,1,val
1525,1722.jpg,1,train
1526,1723.jpg,1,train
1527,1724.jpg,1,train
1528,1725.jpg,1,train
1529,1726.jpg,1,train
1530,1727.jpg,1,val
1531,1728.jpg,1,test
1532,1729.jpg,1,train
1533,1730.jpg,1,train
1534,1731.jpg,1,test
1535,1732.jpg,1,train
1536,1733.jpg,1,train
1537,1734.jpg,1,test
1538,1735.jpg,1,train
1539,1736.jpg,1,train
1540,1737.jpg,1,train
1541,1738.jpg,1,test
1542,1739.jpg,1,train
1543,1740.jpg,1,train
1544,1741.jpg,1,train
1545,1742.jpg,1,train
1546,1743.jpg,1,train
1547,1744.jpg,1,train
1548,1745.jpg,1,train
1549,1746.jpg,1,train
1550,1747.jpg,1,train
1551,1748.jpg,1,test
1552,1749.jpg,1,train
1553,1750.jpg,1,train
1554,1751.jpg,1,train
1555,1752.jpg,1,val
1556,1753.jpg,1,train
1557,1754.jpg,1,test
1558,1755.jpg,1,test
1559,1756.jpg,1,train
1560,1757.jpg,1,train
1561,1758.jpg,1,train
1562,1759.jpg,1,train
1563,1760.jpg,1,val
1564,1761.jpg,1,train
1565,1762.jpg,1,train
1566,1763.jpg,1,test
1567,1764.jpg,1,train
1568,1765.jpg,1,train
1569,1766.jpg,1,train
1570,1767.jpg,1,train
1571,1768.jpg,1,train
1572,1769.jpg,1,test
1573,1770.jpg,1,train
1574,1771.jpg,1,train
1575,1772.jpg,1,train
1576,1773.jpg,1,test
1577,1774.jpg,1,train
1578,1775.jpg,1,train
1579,1776.jpg,1,train
1580,1777.jpg,1,train
1581,1778.jpg,1,train
1582,1779.jpg,1,train
1583,1780.jpg,1,train
1584,1781.jpg,1,val
1585,1782.jpg,1,val
1586,1783.jpg,1,test
1587,1784.jpg,1,train
1588,1785.jpg,1,test
1589,1786.jpg,1,train
1590,1787.jpg,1,train
1591,1788.jpg,1,train
1592,1789.jpg,1,train
1593,1790.jpg,1,train
1594,1791.jpg,1,val
1595,1792.jpg,1,train
1596,1793.jpg,1,val
1597,1794.jpg,1,train
1598,1795.jpg,1,train
1599,1796.jpg,1,train
1600,1797.jpg,1,val
1601,1798.jpg,1,train
1602,1799.jpg,1,val
1603,1800.jpg,1,train
1604,1801.jpg,1,train
1605,1802.jpg,1,test
1606,1803.jpg,1,train
1607,1804.jpg,1,train
1608,1805.jpg,1,train
1609,1806.jpg,1,train
1610,1807.jpg,1,train
1611,1808.jpg,1,train
1612,1809.jpg,1,train
1613,1810.jpg,1,train
1614,1811.jpg,1,train
1615,1812.jpg,1,test
1616,1813.jpg,1,test
1617,1814.jpg,1,test
1618,1815.jpg,1,test
1619,1816.jpg,1,val
1620,1817.jpg,1,train
1621,1818.jpg,1,test
1622,1819.jpg,1,train
1623,1820.jpg,1,train
1624,1821.jpg,1,test
1625,1822.jpg,1,train
1626,1823.jpg,1,train
1627,1824.jpg,1,train
1628,1825.jpg,1,test
1629,1826.jpg,1,train
1630,1827.jpg,1,train
1631,1828.jpg,1,train
1632,1829.jpg,1,val
1633,1830.jpg,1,train
1634,1831.jpg,1,train
1635,1832.jpg,1,test
1636,1833.jpg,1,train
1637,1834.jpg,1,test
1638,1835.jpg,1,train
1639,1836.jpg,1,train
1640,1837.jpg,1,val
1641,1838.jpg,1,train
1642,1839.jpg,1,test
1643,1840.jpg,1,train
1644,1841.jpg,1,test
1645,1842.jpg,1,train
1646,1843.jpg,1,val
1647,1844.jpg,1,train
1648,1845.jpg,1,train
1649,1846.jpg,1,train
1650,1847.jpg,1,test
1651,1848.jpg,1,train
1652,1849.jpg,1,test
1653,1850.jpg,1,train
1654,1851.jpg,1,train
1655,1852.jpg,1,train
1656,1853.jpg,1,train
1657,1854.jpg,1,train
1658,1855.jpg,1,train
1659,1856.jpg,1,test
1660,1857.jpg,1,test
1661,1858.jpg,1,test
1662,1859.jpg,1,test
1663,1860.jpg,1,train
1664,1861.jpg,1,train
1665,1862.jpg,1,train
1666,1863.jpg,1,test
1667,1864.jpg,1,train
1668,1865.jpg,1,train
1669,1866.jpg,1,test
1670,1867.jpg,1,train
1671,1868.jpg,1,test
1672,1869.jpg,1,train
1673,1870.jpg,1,train
1674,1871.jpg,1,val
1675,1872.jpg,1,test
1676,1873.jpg,1,test
1677,1874.jpg,1,test
1678,1875.jpg,1,train
1679,1876.jpg,1,test
1680,1877.jpg,1,train
1681,1878.jpg,1,train
1682,1879.jpg,1,test
1683,1880.jpg,1,train
1684,1881.jpg,1,train
1685,1882.jpg,1,train
1686,1883.jpg,1,train
1687,1884.jpg,1,train
1688,1885.jpg,1,train
1689,1886.jpg,1,val
1690,1887.jpg,1,val
1691,1888.jpg,1,train
1692,1889.jpg,1,train
1693,1890.jpg,1,train
1694,1891.jpg,1,train
1695,1892.jpg,1,train
1696,1893.jpg,1,train
1697,1894.jpg,1,train
1698,1895.jpg,1,test
1699,1896.jpg,1,train
1700,1897.jpg,1,val
1701,1898.jpg,1,train
1702,1899.jpg,1,train
1703,1900.jpg,1,test
1704,1901.jpg,1,val
1705,1902.jpg,1,train
1706,1903.jpg,1,train
1707,1904.jpg,1,train
1708,1905.jpg,1,train
1709,1906.jpg,1,train
1710,1907.jpg,1,train
1711,1908.jpg,1,train
1712,1909.jpg,1,val
1713,1910.jpg,1,train
1714,1911.jpg,1,train
1715,1912.jpg,1,train
1716,1913.jpg,1,train
1717,1914.jpg,1,train
1718,1915.jpg,1,train
1719,1916.jpg,1,train
1720,1917.jpg,1,train
1721,1918.jpg,1,val
1722,1919.jpg,1,train
1723,1920.jpg,1,train
1724,1921.jpg,1,test
1725,1922.jpg,1,train
1726,1923.jpg,1,train
1727,1924.jpg,1,test
1728,1925.jpg,1,train
1729,1926.jpg,1,test
1730,1927.jpg,1,train
1731,1928.jpg,1,val
1732,1929.jpg,1,val
1733,1930.jpg,1,test
1734,1931.jpg,1,test
1735,1932.jpg,1,train
1736,1933.jpg,1,train
1737,1934.jpg,1,train
1738,1935.jpg,1,train
1739,1936.jpg,1,train
1740,1937.jpg,1,train
1741,1938.jpg,1,train
1742,1939.jpg,1,train
1743,1940.jpg,1,train
1744,1941.jpg,1,train
1745,1942.jpg,1,train
1746,1943.jpg,1,test
1747,1944.jpg,1,train
1748,1945.jpg,1,train
1749,1946.jpg,1,train
1750,1947.jpg,1,test
1751,1948.jpg,1,val
1752,1949.jpg,1,val
1753,1950.jpg,1,train
1754,1951.jpg,1,train
1755,1952.jpg,1,train
1756,1953.jpg,1,train
1757,1954.jpg,1,train
1758,1955.jpg,1,train
1759,1956.jpg,1,test
1760,1957.jpg,1,train
1761,1958.jpg,1,val
1762,1959.jpg,1,train
1763,1960.jpg,1,train
1764,1961.jpg,1,train
1765,1962.jpg,1,train
1766,1963.jpg,1,train
1767,1964.jpg,1,test
1768,1965.jpg,1,train
1769,1966.jpg,1,train
1770,1967.jpg,1,train
1771,1968.jpg,1,train
1772,1969.jpg,1,train
1773,1970.jpg,1,val
1774,1971.jpg,1,train
1775,1972.jpg,1,train
1776,1973.jpg,1,train
1777,1974.jpg,1,train
1778,1975.jpg,1,train
1779,1976.jpg,1,train
1780,1977.jpg,1,test
1781,1978.jpg,1,train
1782,1979.jpg,1,train
1783,1980.jpg,1,train
1784,1981.jpg,1,train
1785,1982.jpg,1,test
1786,1983.jpg,1,train
1787,1984.jpg,1,train
1788,1985.jpg,1,train
1789,1986.jpg,1,test
1790,1987.jpg,1,train
1791,1988.jpg,1,test
1792,1989.jpg,1,train
1793,1990.jpg,1,test
1794,1991.jpg,1,train
1795,1992.jpg,1,test
1796,1993.jpg,1,train
1797,1994.jpg,1,train
1798,1995.jpg,1,train
1799,1996.jpg,1,train
1800,1997.jpg,1,test
1801,1998.jpg,1,train
1802,1999.jpg,1,test
1803,2000.jpg,1,train
1804,2001.jpg,1,train
1805,2002.jpg,1,test
1806,2003.jpg,1,test
1807,2004.jpg,1,test
1808,2005.jpg,1,train
1809,2006.jpg,1,val
1810,2007.jpg,1,train
1811,2008.jpg,1,train
1812,2009.jpg,1,train
1813,2010.jpg,1,test
1814,2011.jpg,1,train
1815,2012.jpg,1,val
1816,2013.jpg,1,train
1817,2014.jpg,1,train
1818,2015.jpg,1,train
1819,2016.jpg,1,train
1820,2017.jpg,1,train
1821,2018.jpg,1,train
1822,2019.jpg,1,val
1823,2020.jpg,1,train
1824,2021.jpg,1,train
1825,2022.jpg,1,test
1826,2023.jpg,1,train
1827,2024.jpg,1,train
1828,2025.jpg,1,train
1829,2026.jpg,1,train
1830,2027.jpg,1,train
1831,2028.jpg,1,train
1832,2029.jpg,1,train
1833,2030.jpg,1,val
1834,2031.jpg,1,train
1835,2032.jpg,1,train
1836,2033.jpg,1,train
1837,2034.jpg,1,train
1838,2035.jpg,1,train
1839,2036.jpg,1,train
1840,2037.jpg,1,train
1841,2038.jpg,1,train
1842,2039.jpg,1,train
1843,2040.jpg,1,train
1844,2041.jpg,1,train
1845,2042.jpg,1,test
1846,2043.jpg,1,test
1847,2044.jpg,1,train
1848,2045.jpg,1,train
1849,2046.jpg,1,train
1850,2047.jpg,1,train
1851,2048.jpg,1,train
1852,2049.jpg,1,train
1853,2050.jpg,1,train
1854,2051.jpg,1,train
1855,2052.jpg,1,test
1856,2053.jpg,1,test
1857,2054.jpg,1,val
1858,2055.jpg,1,test
1859,2056.jpg,1,train
1860,2057.jpg,1,test
1861,2058.jpg,1,train
1862,2059.jpg,1,train
1863,2060.jpg,1,train
1864,2061.jpg,1,train
1865,2062.jpg,1,train
1866,2063.jpg,1,val
1867,2064.jpg,1,train
1868,2065.jpg,1,val
1869,2066.jpg,1,test
1870,2067.jpg,1,train
1871,2068.jpg,1,train
1872,2069.jpg,1,train
1873,2070.jpg,1,train
1874,2071.jpg,1,train
1875,2072.jpg,1,train
1876,2073.jpg,1,train
1877,2074.jpg,1,train
1878,2075.jpg,1,train
1879,2076.jpg,1,val
1880,2077.jpg,1,train
1881,2078.jpg,1,test
1882,2079.jpg,1,train
1883,2080.jpg,1,test
1884,2081.jpg,1,train
1885,2082.jpg,1,test
1886,2083.jpg,1,test
1887,2084.jpg,1,train
1888,2085.jpg,1,test
1889,2086.jpg,1,val
1890,2087.jpg,1,train
1891,2088.jpg,1,train
1892,2089.jpg,1,val
1893,2090.jpg,1,train
1894,2091.jpg,1,train
1895,2092.jpg,1,train
1896,2093.jpg,1,train
1897,2094.jpg,1,train
1898,2095.jpg,1,train
1899,2096.jpg,1,train
1900,2097.jpg,1,train
1901,2098.jpg,1,train
1902,2099.jpg,1,train
1903,2100.jpg,1,train
1904,2101.jpg,1,train
1905,2102.jpg,1,test
1906,2103.jpg,1,train
1907,2104.jpg,1,train
1908,2105.jpg,1,test
1909,2106.jpg,1,test
1910,2107.jpg,1,test
1911,2108.jpg,1,train
1912,2109.jpg,1,val
1913,2110.jpg,1,train
1914,2111.jpg,1,train
1915,2112.jpg,1,test
1916,2113.jpg,1,test
1917,2114.jpg,1,val
1918,2115.jpg,1,train
1919,2116.jpg,1,train
1920,2117.jpg,1,train
1921,2118.jpg,1,test
1922,2119.jpg,1,train
1923,2120.jpg,1,train
1924,2121.jpg,1,train
1925,2122.jpg,1,test
1926,2123.jpg,1,train
1927,2124.jpg,1,val
1928,2125.jpg,1,test
1929,2126.jpg,1,train
1930,2127.jpg,1,train
1931,2128.jpg,1,train
1932,2129.jpg,1,val
1933,2130.jpg,1,train
1934,2131.jpg,1,train
1935,2132.jpg,1,train
1936,2133.jpg,1,train
1937,2134.jpg,1,train
1938,2135.jpg,1,train
1939,2136.jpg,1,train
1940,2137.jpg,1,train
1941,2138.jpg,1,train
1942,2139.jpg,1,train
1943,2140.jpg,1,train
1944,2141.jpg,1,train
1945,2142.jpg,1,train
1946,2143.jpg,1,train
1947,2144.jpg,1,val
1948,2145.jpg,1,train
1949,2146.jpg,1,train
1950,2147.jpg,1,train
1951,2148.jpg,1,train
1952,2149.jpg,1,train
1953,2150.jpg,1,train
1954,2151.jpg,1,test
1955,2152.jpg,1,train
1956,2153.jpg,1,train
1957,2154.jpg,1,train
1958,2155.jpg,1,train
1959,2156.jpg,1,train
1960,2157.jpg,1,train
1961,2158.jpg,1,train
1962,2159.jpg,1,test
1963,2160.jpg,1,train
1964,2161.jpg,1,train
1965,2162.jpg,1,train
1966,2163.jpg,1,train
1967,2164.jpg,1,train
1968,2165.jpg,1,train
1969,2166.jpg,1,train
1970,2167.jpg,1,train
1971,2168.jpg,1,test
1972,2169.jpg,1,train
1973,2170.jpg,1,train
1974,2171.jpg,1,test
1975,2172.jpg,1,train
1976,2173.jpg,1,val
1977,2174.jpg,1,train
1978,2175.jpg,1,train
1979,2176.jpg,1,train
1980,2177.jpg,1,train
1981,2178.jpg,1,train
1982,2179.jpg,1,train
1983,2180.jpg,1,test
1984,2181.jpg,1,train
1985,2182.jpg,1,val
1986,2183.jpg,1,train
1987,2184.jpg,1,test
1988,2185.jpg,1,train
1989,2186.jpg,1,train
1990,2187.jpg,1,train
1991,2188.jpg,1,test
1992,2189.jpg,1,train
1993,2190.jpg,1,train
1994,2191.jpg,1,train
1995,2192.jpg,1,train
1996,2193.jpg,1,test
1997,2194.jpg,1,train
1998,2195.jpg,1,train
1999,2196.jpg,1,train
2000,2197.jpg,1,train
2001,2198.jpg,1,train
2002,2199.jpg,1,test
2003,2200.jpg,1,train
2004,2201.jpg,1,train
2005,2202.jpg,1,train
2006,2203.jpg,1,train
2007,2204.jpg,1,test
2008,2205.jpg,1,val
2009,2206.jpg,1,train
2010,2207.jpg,1,train
2011,2208.jpg,1,train
2012,2209.jpg,1,train
2013,2210.jpg,1,test
2014,2211.jpg,1,train
2015,2212.jpg,1,test
2016,2213.jpg,1,train
2017,2214.jpg,1,train
2018,2215.jpg,1,train
2019,2216.jpg,1,train
2020,2217.jpg,1,train
2021,2218.jpg,1,train
2022,2219.jpg,1,train
2023,2220.jpg,1,train
2024,2221.jpg,1,train
2025,2222.jpg,1,test
2026,2223.jpg,1,train
2027,2224.jpg,1,train
2028,2225.jpg,1,train
2029,2226.jpg,1,test
2030,2227.jpg,1,test
2031,2228.jpg,1,train
2032,2229.jpg,1,train
2033,2230.jpg,1,train
2034,2231.jpg,1,train
2035,2232.jpg,1,train
2036,2233.jpg,1,train
2037,2234.jpg,1,train
2038,2235.jpg,1,test
2039,2236.jpg,1,test
2040,2237.jpg,1,train
2041,2238.jpg,1,train
2042,2239.jpg,1,train
2043,2240.jpg,1,val
2044,2241.jpg,1,train
2045,2242.jpg,1,test
2046,2243.jpg,1,test
2047,2244.jpg,1,train
2048,2245.jpg,1,test
2049,2246.jpg,1,train
2050,2247.jpg,1,test
2051,2248.jpg,1,val
2052,2249.jpg,1,train
2053,2250.jpg,1,train
2054,2251.jpg,1,train
2055,2252.jpg,1,train
2056,2253.jpg,1,test
2057,2254.jpg,1,train
2058,2255.jpg,1,test
2059,2256.jpg,1,train
2060,2257.jpg,1,train
2061,2258.jpg,1,train
2062,2259.jpg,1,train
2063,2260.jpg,1,train
2064,2261.jpg,1,val
2065,2262.jpg,1,train
2066,2263.jpg,1,train
2067,2264.jpg,1,train
2068,2265.jpg,1,train
2069,2266.jpg,1,train
2070,2267.jpg,1,train
2071,2268.jpg,1,train
2072,2269.jpg,1,val
2073,2270.jpg,1,train
2074,2271.jpg,1,test
2075,2272.jpg,1,train
2076,2273.jpg,1,train
2077,2274.jpg,1,test
2078,2275.jpg,1,train
2079,2276.jpg,1,test
2080,2277.jpg,1,train
2081,2278.jpg,1,train
2082,2279.jpg,1,val
2083,2280.jpg,1,train
2084,2281.jpg,1,test
2085,2282.jpg,1,train
2086,2283.jpg,1,train
2087,2284.jpg,1,train
2088,2285.jpg,1,test
2089,2286.jpg,1,train
2090,2287.jpg,1,test
2091,2288.jpg,1,train
2092,2289.jpg,1,val
2093,2290.jpg,1,train
2094,2291.jpg,1,test
2095,2292.jpg,1,train
2096,2293.jpg,1,test
2097,2294.jpg,1,train
2098,2295.jpg,1,test
2099,2296.jpg,1,val
2100,2297.jpg,1,train
2101,2298.jpg,1,train
2102,2299.jpg,1,train
2103,2300.jpg,1,train
2104,2301.jpg,1,train
2105,2302.jpg,1,test
2106,2303.jpg,1,train
2107,2304.jpg,1,train
2108,2305.jpg,1,train
2109,2306.jpg,1,train
2110,2307.jpg,1,val
2111,2308.jpg,1,train
2112,2309.jpg,1,train
2113,2310.jpg,1,train
2114,2311.jpg,1,train
2115,2312.jpg,1,train
2116,2313.jpg,1,train
2117,2314.jpg,1,train
2118,2315.jpg,1,train
2119,2316.jpg,1,test
2120,2317.jpg,1,test
2121,2318.jpg,1,train
2122,2319.jpg,1,train
2123,2320.jpg,1,train
2124,2321.jpg,1,train
2125,2322.jpg,1,test
